,Start,End,Start_r,End_r,Mean_Z-Score,Median_Z-Score,Sequence_id
153,7650,7700,0.2571342139760008,0.25881482975362174,6.567115080625,0.42043115,AY274119.3
154,7700,7750,0.25881482975362174,0.26049544553124265,5.719258968360656,0.4647428,AY274119.3
155,7750,7800,0.26049544553124265,0.26217606130886356,0.8077650759016395,0.2214542,AY274119.3
156,7800,7850,0.26217606130886356,0.26385667708648447,1.6470047346031749,0.435881,AY274119.3
157,7850,7900,0.26385667708648447,0.26553729286410543,3.5562932353125003,3.2767325,AY274119.3
158,7900,7950,0.26553729286410543,0.26721790864172634,0.8411980229508197,0.3832499,AY274119.3
159,7950,8000,0.26721790864172634,0.26889852441934725,1.1642517531746033,0.3388287,AY274119.3
160,8000,8050,0.26889852441934725,0.27057914019696816,1.4216196259016392,0.4285583,AY274119.3
161,8050,8100,0.27057914019696816,0.27225975597458907,2.4116914580645163,2.106306,AY274119.3
162,8100,8150,0.27225975597458907,0.27394037175221003,1.8619859147540985,2.052031,AY274119.3
163,8150,8200,0.27394037175221003,0.27562098752983094,0.7651744891803277,0.2860758,AY274119.3
164,8200,8250,0.27562098752983094,0.27730160330745185,2.752550435081967,2.171,AY274119.3
165,8250,8300,0.27730160330745185,0.27898221908507276,10.077783196923077,3.915592,AY274119.3
166,8300,8350,0.27898221908507276,0.28066283486269367,1.6470267550793651,0.447571,AY274119.3
167,8350,8400,0.28066283486269367,0.28234345064031463,2.74754777828125,2.1332765,AY274119.3
168,8400,8450,0.28234345064031463,0.28402406641793554,0.9500048216393443,0.3604265,AY274119.3
169,8450,8500,0.28402406641793554,0.28570468219555645,0.8100452316393444,0.2514598,AY274119.3
170,8500,8550,0.28570468219555645,0.28738529797317736,4.587340240625,2.1649305,AY274119.3
171,8550,8600,0.28738529797317736,0.2890659137507983,2.915418223114754,2.194327,AY274119.3
172,8600,8650,0.2890659137507983,0.29074652952841923,1.771298462786885,0.4125033,AY274119.3
173,8650,8700,0.29074652952841923,0.29242714530604014,3.9696623889062503,2.2590925,AY274119.3
174,8700,8750,0.29242714530604014,0.29410776108366105,4.041435796031746,2.579972,AY274119.3
175,8750,8800,0.29410776108366105,0.29578837686128195,1.3261936743076923,0.3522289,AY274119.3
176,8800,8850,0.29578837686128195,0.2974689926389029,1.6848061819672129,2.013208,AY274119.3
177,8850,8900,0.2974689926389029,0.2991496084165238,2.335453791803278,0.4923593,AY274119.3
178,8900,8950,0.2991496084165238,0.30083022419414474,3.6289002920967746,1.24530455,AY274119.3
179,8950,9000,0.30083022419414474,0.30251083997176564,3.7912968706153847,2.574832,AY274119.3
180,9000,9050,0.30251083997176564,0.30419145574938655,2.3423709413114757,0.2650948,AY274119.3
181,9050,9100,0.30419145574938655,0.3058720715270075,3.873192299375,2.87282,AY274119.3
182,9100,9150,0.3058720715270075,0.3075526873046284,2.0747998025000003,0.3540672,AY274119.3
183,9150,9200,0.3075526873046284,0.30923330308224933,6.281979424615385,2.761154,AY274119.3
184,9200,9250,0.30923330308224933,0.31091391885987024,0.8567587422580647,0.38259355,AY274119.3
185,9250,9300,0.31091391885987024,0.31259453463749115,2.2755805804838714,0.3742454,AY274119.3
186,9300,9350,0.31259453463749115,0.3142751504151121,6.797934652461538,3.349611,AY274119.3
187,9350,9400,0.3142751504151121,0.315955766192733,2.7252057676190473,0.4962083,AY274119.3
188,9400,9450,0.315955766192733,0.31763638197035393,3.3074520544615384,2.487392,AY274119.3
189,9450,9500,0.31763638197035393,0.31931699774797484,0.9011032368852461,0.3367783,AY274119.3
190,9500,9550,0.31931699774797484,0.3209976135255958,1.0336674493650793,0.3617711,AY274119.3
191,9550,9600,0.3209976135255958,0.3226782293032167,0.88200032671875,0.37697040000000004,AY274119.3
192,9600,9650,0.3226782293032167,0.3243588450808376,1.316383358064516,0.39915535,AY274119.3
193,9650,9700,0.3243588450808376,0.32603946085845853,0.47294726121874997,0.19539649999999997,AY274119.3
194,9700,9750,0.32603946085845853,0.32772007663607944,1.7768810670491801,0.4209969,AY274119.3
195,9750,9800,0.32772007663607944,0.3294006924137004,2.6565581285714286,2.469777,AY274119.3
196,9800,9850,0.3294006924137004,0.3310813081913213,1.7847112907692306,0.4883321,AY274119.3
197,9850,9900,0.3310813081913213,0.3327619239689422,0.43087594126984136,0.2792465,AY274119.3
198,9900,9950,0.3327619239689422,0.33444253974656313,1.5714828496721311,0.2788694,AY274119.3
199,9950,10000,0.33444253974656313,0.33612315552418404,1.3324342246774192,0.37671730000000003,AY274119.3
200,10000,10050,0.33612315552418404,0.337803771301805,4.031297856935483,2.588861,AY274119.3
201,10050,10100,0.337803771301805,0.3394843870794259,1.425129927301587,0.4818911,AY274119.3
202,10100,10150,0.3394843870794259,0.3411650028570468,2.872709696666667,2.435196,AY274119.3
203,10150,10200,0.3411650028570468,0.3428456186346677,1.8629536447619044,0.4582383,AY274119.3
204,10200,10250,0.3428456186346677,0.3445262344122887,1.646922305409836,2.045646,AY274119.3
205,10250,10300,0.3445262344122887,0.3462068501899096,2.462006664590164,2.083776,AY274119.3
206,10300,10350,0.3462068501899096,0.3478874659675305,1.8755130375384612,0.3789742,AY274119.3
207,10350,10400,0.3478874659675305,0.3495680817451514,1.7960335494262294,0.3078935,AY274119.3
208,10400,10450,0.3495680817451514,0.3512486975227723,3.895088841854839,0.18971495,AY274119.3
209,10450,10500,0.3512486975227723,0.3529293133003933,14.667370993333337,4.419571,AY274119.3
210,10500,10550,0.3529293133003933,0.3546099290780142,10.989614055384616,2.090005,AY274119.3
211,10550,10600,0.3546099290780142,0.3562905448556351,8.39299282203125,4.1415605,AY274119.3
212,10600,10650,0.3562905448556351,0.357971160633256,2.190588538412699,0.3358776,AY274119.3
213,10650,10700,0.357971160633256,0.3596517764108769,0.46329322234375003,0.28722245,AY274119.3
214,10700,10750,0.3596517764108769,0.3613323921884979,1.021622279032258,0.42042655,AY274119.3
215,10750,10800,0.3613323921884979,0.3630130079661188,4.192417286875,0.43831215,AY274119.3
216,10800,10850,0.3630130079661188,0.3646936237437397,1.03706826671875,0.40264120000000003,AY274119.3
217,10850,10900,0.3646936237437397,0.3663742395213606,0.6699053056451613,0.2411508,AY274119.3
218,10900,10950,0.3663742395213606,0.3680548552989815,1.3836689488196718,0.2869923,AY274119.3
219,10950,11000,0.3680548552989815,0.3697354710766025,1.3155290765573766,0.1476271,AY274119.3
220,11000,11050,0.3697354710766025,0.3714160868542234,0.6389705265573771,0.2286558,AY274119.3
221,11050,11100,0.3714160868542234,0.3730967026318443,19.883516464426226,5.14753,AY274119.3
222,11100,11150,0.3730967026318443,0.3747773184094652,6.375618774918032,0.3765009,AY274119.3
223,11150,11200,0.3747773184094652,0.3764579341870862,5.638548404838709,2.8831955,AY274119.3
224,11200,11250,0.3764579341870862,0.3781385499647071,1.872130426229508,0.4537895,AY274119.3
225,11250,11300,0.3781385499647071,0.379819165742328,2.469694720307692,0.4182782,AY274119.3
226,11300,11350,0.379819165742328,0.3814997815199489,3.1656236013114754,2.197759,AY274119.3
227,11350,11400,0.3814997815199489,0.3831803972975698,3.4732475191935483,0.36983215,AY274119.3
228,11400,11450,0.3831803972975698,0.38486101307519077,2.380721579365079,0.2704887,AY274119.3
229,11450,11500,0.38486101307519077,0.3865416288528117,7.517912198709678,0.36809709999999995,AY274119.3
230,11500,11550,0.3865416288528117,0.3882222446304326,0.9412099187096774,0.30481044999999996,AY274119.3
231,11550,11600,0.3882222446304326,0.3899028604080535,0.21555562852459018,0.2000782,AY274119.3
232,11600,11650,0.3899028604080535,0.3915834761856744,1.229566723076923,0.4011847,AY274119.3
233,11650,11700,0.3915834761856744,0.39326409196329537,1.8044635240983606,2.158888,AY274119.3
234,11700,11750,0.39326409196329537,0.3949447077409163,0.6996776495081968,0.3462494,AY274119.3
235,11750,11800,0.3949447077409163,0.3966253235185372,7.820775967936508,2.334503,AY274119.3
236,11800,11850,0.3966253235185372,0.3983059392961581,7.4285611370312505,0.2751255,AY274119.3
237,11850,11900,0.3983059392961581,0.39998655507377906,7.594936014262296,2.299932,AY274119.3
238,11900,11950,0.39998655507377906,0.40166717085139997,1.4954127200000003,0.3940007,AY274119.3
239,11950,12000,0.40166717085139997,0.4033477866290209,7.12276814590164,3.058279,AY274119.3
240,12000,12050,0.4033477866290209,0.4050284024066418,1.2731084087301587,0.2834865,AY274119.3
241,12050,12100,0.4050284024066418,0.4067090181842627,3.4839036520634927,3.052986,AY274119.3
242,12100,12150,0.4067090181842627,0.40838963396188366,0.5749888395409836,0.1704424,AY274119.3
243,12150,12200,0.40838963396188366,0.41007024973950457,2.349966429076923,2.150196,AY274119.3
244,12200,12250,0.41007024973950457,0.4117508655171255,2.097997207704918,0.4131149,AY274119.3
245,12250,12300,0.4117508655171255,0.4134314812947464,1.429614321967213,0.4579712,AY274119.3
246,12300,12350,0.4134314812947464,0.4151120970723673,34.54605063129032,0.4206746,AY274119.3
247,12350,12400,0.4151120970723673,0.41679271284998826,34.437773775,1.2630851,AY274119.3
248,12400,12450,0.41679271284998826,0.41847332862760916,1.936017209375,2.192759,AY274119.3
249,12450,12500,0.41847332862760916,0.4201539444052301,8.107009409836067,2.976034,AY274119.3
250,12500,12550,0.4201539444052301,0.421834560182851,1.8560530101612902,0.26398505,AY274119.3
251,12550,12600,0.421834560182851,0.4235151759604719,0.36165762426229503,0.1846221,AY274119.3
252,12600,12650,0.4235151759604719,0.42519579173809285,2.3022052361904763,0.2945288,AY274119.3
253,12650,12700,0.42519579173809285,0.42687640751571376,7.388226975,4.063396,AY274119.3
254,12700,12750,0.42687640751571376,0.42855702329333467,3.4700223657384615,2.47456,AY274119.3
255,12750,12800,0.42855702329333467,0.4302376390709556,1.733623451147541,0.2768376,AY274119.3
256,12800,12850,0.4302376390709556,0.43191825484857654,4.3762980076923075,2.551077,AY274119.3
257,12850,12900,0.43191825484857654,0.43359887062619745,2.5567329386153843,0.340637,AY274119.3
258,12900,12950,0.43359887062619745,0.43527948640381836,1.73343358890625,0.49952055,AY274119.3
259,12950,13000,0.43527948640381836,0.43696010218143927,2.8983944225806457,2.549114,AY274119.3
260,13000,13050,0.43696010218143927,0.4386407179590602,1.7842436957377048,2.146903,AY274119.3
261,13050,13100,0.4386407179590602,0.44032133373668114,38.010326077049186,2.814586,AY274119.3
262,13100,13150,0.44032133373668114,0.44200194951430205,28.86360524412699,2.802054,AY274119.3
263,13150,13200,0.44200194951430205,0.44368256529192296,1.7810817643548387,2.108387,AY274119.3
264,13200,13250,0.44368256529192296,0.44536318106954387,2.7407652672580647,0.47438274999999996,AY274119.3
265,13250,13300,0.44536318106954387,0.4470437968471648,2.6423120803278684,2.498174,AY274119.3
266,13300,13350,0.4470437968471648,0.44872441262478574,3.589511943064516,2.562061,AY274119.3
267,13350,13400,0.44872441262478574,0.45040502840240665,8.668631132786887,4.605654,AY274119.3
268,13400,13450,0.45040502840240665,0.45208564418002756,13.84451812923077,7.720453,AY274119.3
269,13450,13500,0.45208564418002756,0.45376625995764847,1.5378306937704918,0.3177481,AY274119.3
270,13500,13550,0.45376625995764847,0.45544687573526943,0.3249183737096774,0.22417315,AY274119.3
271,13550,13600,0.45544687573526943,0.45712749151289034,0.8790522676984127,0.2361254,AY274119.3
272,13600,13650,0.45712749151289034,0.45880810729051125,0.7278749739344262,0.305923,AY274119.3
273,13650,13700,0.45880810729051125,0.46048872306813216,1.3058624546031745,0.4409227,AY274119.3
274,13700,13750,0.46048872306813216,0.46216933884575306,3.041538333846154,2.718733,AY274119.3
275,13750,13800,0.46216933884575306,0.46384995462337403,0.9920109227868854,0.3820513,AY274119.3
276,13800,13850,0.46384995462337403,0.46553057040099494,1.5318553216065574,0.2339187,AY274119.3
277,13850,13900,0.46553057040099494,0.46721118617861584,16.918933114285714,0.4300562,AY274119.3
278,13900,13950,0.46721118617861584,0.46889180195623675,93.44697768866129,2.79916,AY274119.3
279,13950,14000,0.46889180195623675,0.47057241773385766,10.138472446031747,4.975028,AY274119.3
280,14000,14050,0.47057241773385766,0.4722530335114786,1.8804721185714288,0.4960293,AY274119.3
281,14050,14100,0.4722530335114786,0.47393364928909953,2.5525799180327864,2.482031,AY274119.3
282,14100,14150,0.47393364928909953,0.47561426506672044,2.894495884615384,2.617619,AY274119.3
283,14150,14200,0.47561426506672044,0.47729488084434135,0.8515868295161292,0.28189339999999996,AY274119.3
284,14200,14250,0.47729488084434135,0.47897549662196226,0.7858618180952383,0.2653154,AY274119.3
285,14250,14300,0.47897549662196226,0.4806561123995832,2.4660910230769235,2.254965,AY274119.3
286,14300,14350,0.4806561123995832,0.48233672817720413,2.401286367936508,0.4989834,AY274119.3
287,14350,14400,0.48233672817720413,0.48401734395482504,0.4281587085245902,0.2324767,AY274119.3
288,14400,14450,0.48401734395482504,0.48569795973244595,1.7352872608196726,0.4998786,AY274119.3
289,14450,14500,0.48569795973244595,0.4873785755100669,4.041211833968254,2.433645,AY274119.3
290,14500,14550,0.4873785755100669,0.4890591912876878,10.226484425639342,2.768224,AY274119.3
291,14550,14600,0.4890591912876878,0.49073980706530873,3.0231914819672134,0.4463288,AY274119.3
292,14600,14650,0.49073980706530873,0.49242042284292964,0.6530546604999998,0.16977425000000002,AY274119.3
293,14650,14700,0.49242042284292964,0.49410103862055055,0.47835817934426234,0.130394,AY274119.3
294,14700,14750,0.49410103862055055,0.4957816543981715,0.68645551909375,0.2522508,AY274119.3
