,Start,End,Start_r,End_r,Mean_Z-Score,Median_Z-Score,Threshold,Sequence_id
52,520,530,0.017456107959313842,0.017791802343146798,0.0,0.0,50,MZ359841.1
53,530,540,0.017791802343146798,0.018127496726979758,90.577955,90.577955,50,MZ359841.1
54,540,550,0.018127496726979758,0.018463191110812717,103.32285250000001,107.13239999999999,50,MZ359841.1
55,550,560,0.018463191110812717,0.018798885494645673,103.32285250000001,107.13239999999999,50,MZ359841.1
56,560,570,0.018798885494645673,0.019134579878478632,0.0,0.0,50,MZ359841.1
57,570,580,0.019134579878478632,0.019470274262311592,0.0,0.0,50,MZ359841.1
58,580,590,0.019470274262311592,0.01980596864614455,0.0,0.0,50,MZ359841.1
59,590,600,0.01980596864614455,0.020141663029977507,0.0,0.0,50,MZ359841.1
60,600,610,0.020141663029977507,0.020477357413810467,0.0,0.0,50,MZ359841.1
61,610,620,0.020477357413810467,0.020813051797643426,0.0,0.0,50,MZ359841.1
62,620,630,0.020813051797643426,0.021148746181476386,0.0,0.0,50,MZ359841.1
63,630,640,0.021148746181476386,0.02148444056530934,0.0,0.0,50,MZ359841.1
64,640,650,0.02148444056530934,0.0218201349491423,0.0,0.0,50,MZ359841.1
65,650,660,0.0218201349491423,0.02215582933297526,0.0,0.0,50,MZ359841.1
66,660,670,0.02215582933297526,0.022491523716808216,0.0,0.0,50,MZ359841.1
67,670,680,0.022491523716808216,0.022827218100641176,0.0,0.0,50,MZ359841.1
68,680,690,0.022827218100641176,0.023162912484474135,0.0,0.0,50,MZ359841.1
69,690,700,0.023162912484474135,0.023498606868307095,0.0,0.0,50,MZ359841.1
70,700,710,0.023498606868307095,0.02383430125214005,0.0,0.0,50,MZ359841.1
71,710,720,0.02383430125214005,0.02416999563597301,0.0,0.0,50,MZ359841.1
72,720,730,0.02416999563597301,0.02450569001980597,95.04774499999999,95.04774499999999,50,MZ359841.1
73,730,740,0.02450569001980597,0.024841384403638925,121.36367799999998,132.4274,50,MZ359841.1
74,740,750,0.024841384403638925,0.025177078787471885,121.36367799999998,132.4274,50,MZ359841.1
75,750,760,0.025177078787471885,0.025512773171304844,80.38153666666666,78.85046,50,MZ359841.1
76,760,770,0.025512773171304844,0.025848467555137804,80.38153666666666,78.85046,50,MZ359841.1
77,770,780,0.025848467555137804,0.02618416193897076,0.0,0.0,50,MZ359841.1
78,780,790,0.02618416193897076,0.02651985632280372,0.0,0.0,50,MZ359841.1
79,790,800,0.02651985632280372,0.02685555070663668,0.0,0.0,50,MZ359841.1
80,800,810,0.02685555070663668,0.027191245090469638,0.0,0.0,50,MZ359841.1
81,810,820,0.027191245090469638,0.027526939474302594,0.0,0.0,50,MZ359841.1
82,820,830,0.027526939474302594,0.027862633858135553,159.9871,159.9871,50,MZ359841.1
83,830,840,0.027862633858135553,0.028198328241968513,241.55105,241.55105,50,MZ359841.1
84,840,850,0.028198328241968513,0.02853402262580147,323.115,323.115,50,MZ359841.1
85,850,860,0.02853402262580147,0.02886971700963443,0.0,0.0,50,MZ359841.1
86,860,870,0.02886971700963443,0.029205411393467388,0.0,0.0,50,MZ359841.1
87,870,880,0.029205411393467388,0.029541105777300347,0.0,0.0,50,MZ359841.1
88,880,890,0.029541105777300347,0.029876800161133303,0.0,0.0,50,MZ359841.1
89,890,900,0.029876800161133303,0.030212494544966263,0.0,0.0,50,MZ359841.1
90,900,910,0.030212494544966263,0.030548188928799222,0.0,0.0,50,MZ359841.1
91,910,920,0.030548188928799222,0.030883883312632178,0.0,0.0,50,MZ359841.1
92,920,930,0.030883883312632178,0.031219577696465137,0.0,0.0,50,MZ359841.1
93,930,940,0.031219577696465137,0.0315552720802981,0.0,0.0,50,MZ359841.1
94,940,950,0.0315552720802981,0.03189096646413105,0.0,0.0,50,MZ359841.1
95,950,960,0.03189096646413105,0.032226660847964016,0.0,0.0,50,MZ359841.1
96,960,970,0.032226660847964016,0.03256235523179697,0.0,0.0,50,MZ359841.1
97,970,980,0.03256235523179697,0.03289804961562993,0.0,0.0,50,MZ359841.1
98,980,990,0.03289804961562993,0.03323374399946289,0.0,0.0,50,MZ359841.1
99,990,1000,0.03323374399946289,0.033569438383295847,0.0,0.0,50,MZ359841.1
100,1000,1010,0.033569438383295847,0.0339051327671288,0.0,0.0,50,MZ359841.1
101,1010,1020,0.0339051327671288,0.034240827150961765,0.0,0.0,50,MZ359841.1
102,1020,1030,0.034240827150961765,0.03457652153479472,0.0,0.0,50,MZ359841.1
103,1030,1040,0.03457652153479472,0.034912215918627684,0.0,0.0,50,MZ359841.1
104,1040,1050,0.034912215918627684,0.03524791030246064,0.0,0.0,50,MZ359841.1
105,1050,1060,0.03524791030246064,0.035583604686293596,0.0,0.0,50,MZ359841.1
106,1060,1070,0.035583604686293596,0.03591929907012656,0.0,0.0,50,MZ359841.1
107,1070,1080,0.03591929907012656,0.036254993453959515,0.0,0.0,50,MZ359841.1
108,1080,1090,0.036254993453959515,0.03659068783779247,0.0,0.0,50,MZ359841.1
109,1090,1100,0.03659068783779247,0.036926382221625434,0.0,0.0,50,MZ359841.1
110,1100,1110,0.036926382221625434,0.03726207660545839,0.0,0.0,50,MZ359841.1
111,1110,1120,0.03726207660545839,0.037597770989291346,0.0,0.0,50,MZ359841.1
112,1120,1130,0.037597770989291346,0.03793346537312431,0.0,0.0,50,MZ359841.1
113,1130,1140,0.03793346537312431,0.038269159756957265,0.0,0.0,50,MZ359841.1
114,1140,1150,0.038269159756957265,0.03860485414079023,0.0,0.0,50,MZ359841.1
115,1150,1160,0.03860485414079023,0.038940548524623184,0.0,0.0,50,MZ359841.1
116,1160,1170,0.038940548524623184,0.03927624290845614,0.0,0.0,50,MZ359841.1
117,1170,1180,0.03927624290845614,0.0396119372922891,0.0,0.0,50,MZ359841.1
118,1180,1190,0.0396119372922891,0.03994763167612206,0.0,0.0,50,MZ359841.1
119,1190,1200,0.03994763167612206,0.040283326059955014,0.0,0.0,50,MZ359841.1
120,1200,1210,0.040283326059955014,0.04061902044378798,0.0,0.0,50,MZ359841.1
121,1210,1220,0.04061902044378798,0.04095471482762093,0.0,0.0,50,MZ359841.1
122,1220,1230,0.04095471482762093,0.04129040921145389,0.0,0.0,50,MZ359841.1
123,1230,1240,0.04129040921145389,0.04162610359528685,0.0,0.0,50,MZ359841.1
124,1240,1250,0.04162610359528685,0.04196179797911981,0.0,0.0,50,MZ359841.1
125,1250,1260,0.04196179797911981,0.04229749236295277,0.0,0.0,50,MZ359841.1
126,1260,1270,0.04229749236295277,0.04263318674678573,0.0,0.0,50,MZ359841.1
127,1270,1280,0.04263318674678573,0.04296888113061868,0.0,0.0,50,MZ359841.1
128,1280,1290,0.04296888113061868,0.043304575514451646,0.0,0.0,50,MZ359841.1
129,1290,1300,0.043304575514451646,0.0436402698982846,0.0,0.0,50,MZ359841.1
130,1300,1310,0.0436402698982846,0.04397596428211756,0.0,0.0,50,MZ359841.1
131,1310,1320,0.04397596428211756,0.04431165866595052,0.0,0.0,50,MZ359841.1
132,1320,1330,0.04431165866595052,0.04464735304978348,0.0,0.0,50,MZ359841.1
133,1330,1340,0.04464735304978348,0.04498304743361643,0.0,0.0,50,MZ359841.1
134,1340,1350,0.04498304743361643,0.045318741817449396,0.0,0.0,50,MZ359841.1
135,1350,1360,0.045318741817449396,0.04565443620128235,0.0,0.0,50,MZ359841.1
136,1360,1370,0.04565443620128235,0.045990130585115314,0.0,0.0,50,MZ359841.1
137,1370,1380,0.045990130585115314,0.04632582496894827,0.0,0.0,50,MZ359841.1
138,1380,1390,0.04632582496894827,0.046661519352781226,0.0,0.0,50,MZ359841.1
139,1390,1400,0.046661519352781226,0.04699721373661419,0.0,0.0,50,MZ359841.1
140,1400,1410,0.04699721373661419,0.047332908120447145,0.0,0.0,50,MZ359841.1
141,1410,1420,0.047332908120447145,0.0476686025042801,0.0,0.0,50,MZ359841.1
142,1420,1430,0.0476686025042801,0.048004296888113064,0.0,0.0,50,MZ359841.1
143,1430,1440,0.048004296888113064,0.04833999127194602,0.0,0.0,50,MZ359841.1
144,1440,1450,0.04833999127194602,0.048675685655778976,0.0,0.0,50,MZ359841.1
145,1450,1460,0.048675685655778976,0.04901138003961194,0.0,0.0,50,MZ359841.1
146,1460,1470,0.04901138003961194,0.049347074423444895,0.0,0.0,50,MZ359841.1
147,1470,1480,0.049347074423444895,0.04968276880727785,0.0,0.0,50,MZ359841.1
148,1480,1490,0.04968276880727785,0.050018463191110814,0.0,0.0,50,MZ359841.1
149,1490,1500,0.050018463191110814,0.05035415757494377,0.0,0.0,50,MZ359841.1
150,1500,1510,0.05035415757494377,0.05068985195877673,0.0,0.0,50,MZ359841.1
151,1510,1520,0.05068985195877673,0.05102554634260969,0.0,0.0,50,MZ359841.1
152,1520,1530,0.05102554634260969,0.051361240726442645,0.0,0.0,50,MZ359841.1
153,1530,1540,0.051361240726442645,0.05169693511027561,0.0,0.0,50,MZ359841.1
154,1540,1550,0.05169693511027561,0.052032629494108563,0.0,0.0,50,MZ359841.1
155,1550,1560,0.052032629494108563,0.05236832387794152,0.0,0.0,50,MZ359841.1
156,1560,1570,0.05236832387794152,0.05270401826177448,0.0,0.0,50,MZ359841.1
157,1570,1580,0.05270401826177448,0.05303971264560744,0.0,0.0,50,MZ359841.1
158,1580,1590,0.05303971264560744,0.053375407029440394,0.0,0.0,50,MZ359841.1
159,1590,1600,0.053375407029440394,0.05371110141327336,0.0,0.0,50,MZ359841.1
160,1600,1610,0.05371110141327336,0.05404679579710631,0.0,0.0,50,MZ359841.1
161,1610,1620,0.05404679579710631,0.054382490180939276,0.0,0.0,50,MZ359841.1
162,1620,1630,0.054382490180939276,0.05471818456477223,0.0,0.0,50,MZ359841.1
163,1630,1640,0.05471818456477223,0.05505387894860519,0.0,0.0,50,MZ359841.1
164,1640,1650,0.05505387894860519,0.05538957333243815,0.0,0.0,50,MZ359841.1
165,1650,1660,0.05538957333243815,0.05572526771627111,0.0,0.0,50,MZ359841.1
166,1660,1670,0.05572526771627111,0.05606096210010406,0.0,0.0,50,MZ359841.1
167,1670,1680,0.05606096210010406,0.056396656483937026,0.0,0.0,50,MZ359841.1
168,1680,1690,0.056396656483937026,0.05673235086776998,0.0,0.0,50,MZ359841.1
169,1690,1700,0.05673235086776998,0.05706804525160294,0.0,0.0,50,MZ359841.1
170,1700,1710,0.05706804525160294,0.0574037396354359,0.0,0.0,50,MZ359841.1
171,1710,1720,0.0574037396354359,0.05773943401926886,0.0,0.0,50,MZ359841.1
172,1720,1730,0.05773943401926886,0.05807512840310182,0.0,0.0,50,MZ359841.1
173,1730,1740,0.05807512840310182,0.058410822786934775,0.0,0.0,50,MZ359841.1
174,1740,1750,0.058410822786934775,0.05874651717076773,0.0,0.0,50,MZ359841.1
175,1750,1760,0.05874651717076773,0.059082211554600694,0.0,0.0,50,MZ359841.1
176,1760,1770,0.059082211554600694,0.05941790593843365,0.0,0.0,50,MZ359841.1
177,1770,1780,0.05941790593843365,0.059753600322266606,0.0,0.0,50,MZ359841.1
178,1780,1790,0.059753600322266606,0.06008929470609957,0.0,0.0,50,MZ359841.1
179,1790,1800,0.06008929470609957,0.060424989089932525,0.0,0.0,50,MZ359841.1
180,1800,1810,0.060424989089932525,0.06076068347376548,0.0,0.0,50,MZ359841.1
181,1810,1820,0.06076068347376548,0.061096377857598444,0.0,0.0,50,MZ359841.1
182,1820,1830,0.061096377857598444,0.0614320722414314,0.0,0.0,50,MZ359841.1
183,1830,1840,0.0614320722414314,0.061767766625264356,0.0,0.0,50,MZ359841.1
184,1840,1850,0.061767766625264356,0.06210346100909732,0.0,0.0,50,MZ359841.1
185,1850,1860,0.06210346100909732,0.062439155392930275,0.0,0.0,50,MZ359841.1
186,1860,1870,0.062439155392930275,0.06277484977676323,0.0,0.0,50,MZ359841.1
187,1870,1880,0.06277484977676323,0.0631105441605962,0.0,0.0,50,MZ359841.1
188,1880,1890,0.0631105441605962,0.06344623854442916,107.5048188888889,117.2545,50,MZ359841.1
189,1890,1900,0.06344623854442916,0.0637819329282621,108.373037,116.72075,50,MZ359841.1
190,1900,1910,0.0637819329282621,0.06411762731209507,117.6226,117.6226,50,MZ359841.1
191,1910,1920,0.06411762731209507,0.06445332169592803,0.0,0.0,50,MZ359841.1
192,1920,1930,0.06445332169592803,0.06478901607976098,0.0,0.0,50,MZ359841.1
193,1930,1940,0.06478901607976098,0.06512471046359394,0.0,0.0,50,MZ359841.1
194,1940,1950,0.06512471046359394,0.0654604048474269,0.0,0.0,50,MZ359841.1
195,1950,1960,0.0654604048474269,0.06579609923125986,0.0,0.0,50,MZ359841.1
196,1960,1970,0.06579609923125986,0.06613179361509282,0.0,0.0,50,MZ359841.1
197,1970,1980,0.06613179361509282,0.06646748799892578,0.0,0.0,50,MZ359841.1
198,1980,1990,0.06646748799892578,0.06680318238275873,0.0,0.0,50,MZ359841.1
199,1990,2000,0.06680318238275873,0.06713887676659169,0.0,0.0,50,MZ359841.1
200,2000,2010,0.06713887676659169,0.06747457115042466,0.0,0.0,50,MZ359841.1
201,2010,2020,0.06747457115042466,0.0678102655342576,0.0,0.0,50,MZ359841.1
202,2020,2030,0.0678102655342576,0.06814595991809057,0.0,0.0,50,MZ359841.1
203,2030,2040,0.06814595991809057,0.06848165430192353,0.0,0.0,50,MZ359841.1
204,2040,2050,0.06848165430192353,0.0688173486857565,0.0,0.0,50,MZ359841.1
205,2050,2060,0.0688173486857565,0.06915304306958944,0.0,0.0,50,MZ359841.1
206,2060,2070,0.06915304306958944,0.0694887374534224,0.0,0.0,50,MZ359841.1
207,2070,2080,0.0694887374534224,0.06982443183725537,0.0,0.0,50,MZ359841.1
208,2080,2090,0.06982443183725537,0.07016012622108832,0.0,0.0,50,MZ359841.1
209,2090,2100,0.07016012622108832,0.07049582060492128,0.0,0.0,50,MZ359841.1
210,2100,2110,0.07049582060492128,0.07083151498875424,0.0,0.0,50,MZ359841.1
211,2110,2120,0.07083151498875424,0.07116720937258719,0.0,0.0,50,MZ359841.1
212,2120,2130,0.07116720937258719,0.07150290375642016,0.0,0.0,50,MZ359841.1
213,2130,2140,0.07150290375642016,0.07183859814025312,0.0,0.0,50,MZ359841.1
214,2140,2150,0.07183859814025312,0.07217429252408607,0.0,0.0,50,MZ359841.1
215,2150,2160,0.07217429252408607,0.07250998690791903,0.0,0.0,50,MZ359841.1
216,2160,2170,0.07250998690791903,0.07284568129175199,0.0,0.0,50,MZ359841.1
217,2170,2180,0.07284568129175199,0.07318137567558494,0.0,0.0,50,MZ359841.1
218,2180,2190,0.07318137567558494,0.0735170700594179,0.0,0.0,50,MZ359841.1
219,2190,2200,0.0735170700594179,0.07385276444325087,0.0,0.0,50,MZ359841.1
220,2200,2210,0.07385276444325087,0.07418845882708382,0.0,0.0,50,MZ359841.1
221,2210,2220,0.07418845882708382,0.07452415321091678,0.0,0.0,50,MZ359841.1
222,2220,2230,0.07452415321091678,0.07485984759474974,0.0,0.0,50,MZ359841.1
223,2230,2240,0.07485984759474974,0.07519554197858269,0.0,0.0,50,MZ359841.1
224,2240,2250,0.07519554197858269,0.07553123636241565,0.0,0.0,50,MZ359841.1
225,2250,2260,0.07553123636241565,0.07586693074624862,0.0,0.0,50,MZ359841.1
226,2260,2270,0.07586693074624862,0.07620262513008158,0.0,0.0,50,MZ359841.1
227,2270,2280,0.07620262513008158,0.07653831951391453,0.0,0.0,50,MZ359841.1
228,2280,2290,0.07653831951391453,0.07687401389774749,0.0,0.0,50,MZ359841.1
229,2290,2300,0.07687401389774749,0.07720970828158046,0.0,0.0,50,MZ359841.1
230,2300,2310,0.07720970828158046,0.0775454026654134,0.0,0.0,50,MZ359841.1
231,2310,2320,0.0775454026654134,0.07788109704924637,0.0,0.0,50,MZ359841.1
232,2320,2330,0.07788109704924637,0.07821679143307933,0.0,0.0,50,MZ359841.1
233,2330,2340,0.07821679143307933,0.07855248581691228,0.0,0.0,50,MZ359841.1
234,2340,2350,0.07855248581691228,0.07888818020074524,0.0,0.0,50,MZ359841.1
235,2350,2360,0.07888818020074524,0.0792238745845782,0.0,0.0,50,MZ359841.1
236,2360,2370,0.0792238745845782,0.07955956896841115,0.0,0.0,50,MZ359841.1
237,2370,2380,0.07955956896841115,0.07989526335224412,0.0,0.0,50,MZ359841.1
238,2380,2390,0.07989526335224412,0.08023095773607708,0.0,0.0,50,MZ359841.1
239,2390,2400,0.08023095773607708,0.08056665211991003,0.0,0.0,50,MZ359841.1
240,2400,2410,0.08056665211991003,0.08090234650374299,0.0,0.0,50,MZ359841.1
241,2410,2420,0.08090234650374299,0.08123804088757595,0.0,0.0,50,MZ359841.1
242,2420,2430,0.08123804088757595,0.0815737352714089,0.0,0.0,50,MZ359841.1
243,2430,2440,0.0815737352714089,0.08190942965524187,0.0,0.0,50,MZ359841.1
244,2440,2450,0.08190942965524187,0.08224512403907483,0.0,0.0,50,MZ359841.1
245,2450,2460,0.08224512403907483,0.08258081842290778,0.0,0.0,50,MZ359841.1
246,2460,2470,0.08258081842290778,0.08291651280674074,0.0,0.0,50,MZ359841.1
247,2470,2480,0.08291651280674074,0.0832522071905737,0.0,0.0,50,MZ359841.1
248,2480,2490,0.0832522071905737,0.08358790157440665,0.0,0.0,50,MZ359841.1
249,2490,2500,0.08358790157440665,0.08392359595823962,0.0,0.0,50,MZ359841.1
250,2500,2510,0.08392359595823962,0.08425929034207258,0.0,0.0,50,MZ359841.1
251,2510,2520,0.08425929034207258,0.08459498472590554,0.0,0.0,50,MZ359841.1
252,2520,2530,0.08459498472590554,0.08493067910973849,0.0,0.0,50,MZ359841.1
253,2530,2540,0.08493067910973849,0.08526637349357145,0.0,0.0,50,MZ359841.1
254,2540,2550,0.08526637349357145,0.08560206787740442,0.0,0.0,50,MZ359841.1
255,2550,2560,0.08560206787740442,0.08593776226123737,0.0,0.0,50,MZ359841.1
256,2560,2570,0.08593776226123737,0.08627345664507033,0.0,0.0,50,MZ359841.1
257,2570,2580,0.08627345664507033,0.08660915102890329,0.0,0.0,50,MZ359841.1
258,2580,2590,0.08660915102890329,0.08694484541273624,0.0,0.0,50,MZ359841.1
259,2590,2600,0.08694484541273624,0.0872805397965692,0.0,0.0,50,MZ359841.1
260,2600,2610,0.0872805397965692,0.08761623418040217,0.0,0.0,50,MZ359841.1
261,2610,2620,0.08761623418040217,0.08795192856423512,0.0,0.0,50,MZ359841.1
262,2620,2630,0.08795192856423512,0.08828762294806808,0.0,0.0,50,MZ359841.1
263,2630,2640,0.08828762294806808,0.08862331733190104,0.0,0.0,50,MZ359841.1
264,2640,2650,0.08862331733190104,0.08895901171573399,0.0,0.0,50,MZ359841.1
265,2650,2660,0.08895901171573399,0.08929470609956695,0.0,0.0,50,MZ359841.1
266,2660,2670,0.08929470609956695,0.08963040048339992,0.0,0.0,50,MZ359841.1
267,2670,2680,0.08963040048339992,0.08996609486723287,0.0,0.0,50,MZ359841.1
268,2680,2690,0.08996609486723287,0.09030178925106583,0.0,0.0,50,MZ359841.1
269,2690,2700,0.09030178925106583,0.09063748363489879,0.0,0.0,50,MZ359841.1
270,2700,2710,0.09063748363489879,0.09097317801873174,0.0,0.0,50,MZ359841.1
271,2710,2720,0.09097317801873174,0.0913088724025647,0.0,0.0,50,MZ359841.1
272,2720,2730,0.0913088724025647,0.09164456678639767,0.0,0.0,50,MZ359841.1
273,2730,2740,0.09164456678639767,0.09198026117023063,0.0,0.0,50,MZ359841.1
274,2740,2750,0.09198026117023063,0.09231595555406358,0.0,0.0,50,MZ359841.1
275,2750,2760,0.09231595555406358,0.09265164993789654,0.0,0.0,50,MZ359841.1
276,2760,2770,0.09265164993789654,0.0929873443217295,0.0,0.0,50,MZ359841.1
277,2770,2780,0.0929873443217295,0.09332303870556245,0.0,0.0,50,MZ359841.1
278,2780,2790,0.09332303870556245,0.09365873308939542,0.0,0.0,50,MZ359841.1
279,2790,2800,0.09365873308939542,0.09399442747322838,0.0,0.0,50,MZ359841.1
280,2800,2810,0.09399442747322838,0.09433012185706133,0.0,0.0,50,MZ359841.1
281,2810,2820,0.09433012185706133,0.09466581624089429,0.0,0.0,50,MZ359841.1
282,2820,2830,0.09466581624089429,0.09500151062472725,0.0,0.0,50,MZ359841.1
283,2830,2840,0.09500151062472725,0.0953372050085602,0.0,0.0,50,MZ359841.1
284,2840,2850,0.0953372050085602,0.09567289939239317,0.0,0.0,50,MZ359841.1
285,2850,2860,0.09567289939239317,0.09600859377622613,0.0,0.0,50,MZ359841.1
286,2860,2870,0.09600859377622613,0.09634428816005908,0.0,0.0,50,MZ359841.1
287,2870,2880,0.09634428816005908,0.09667998254389204,0.0,0.0,50,MZ359841.1
288,2880,2890,0.09667998254389204,0.097015676927725,0.0,0.0,50,MZ359841.1
289,2890,2900,0.097015676927725,0.09735137131155795,0.0,0.0,50,MZ359841.1
290,2900,2910,0.09735137131155795,0.09768706569539091,0.0,0.0,50,MZ359841.1
291,2910,2920,0.09768706569539091,0.09802276007922388,0.0,0.0,50,MZ359841.1
292,2920,2930,0.09802276007922388,0.09835845446305683,0.0,0.0,50,MZ359841.1
293,2930,2940,0.09835845446305683,0.09869414884688979,0.0,0.0,50,MZ359841.1
294,2940,2950,0.09869414884688979,0.09902984323072275,0.0,0.0,50,MZ359841.1
295,2950,2960,0.09902984323072275,0.0993655376145557,0.0,0.0,50,MZ359841.1
296,2960,2970,0.0993655376145557,0.09970123199838866,0.0,0.0,50,MZ359841.1
297,2970,2980,0.09970123199838866,0.10003692638222163,0.0,0.0,50,MZ359841.1
298,2980,2990,0.10003692638222163,0.10037262076605459,0.0,0.0,50,MZ359841.1
299,2990,3000,0.10037262076605459,0.10070831514988754,0.0,0.0,50,MZ359841.1
300,3000,3010,0.10070831514988754,0.1010440095337205,0.0,0.0,50,MZ359841.1
301,3010,3020,0.1010440095337205,0.10137970391755347,0.0,0.0,50,MZ359841.1
302,3020,3030,0.10137970391755347,0.10171539830138641,0.0,0.0,50,MZ359841.1
303,3030,3040,0.10171539830138641,0.10205109268521938,0.0,0.0,50,MZ359841.1
304,3040,3050,0.10205109268521938,0.10238678706905234,0.0,0.0,50,MZ359841.1
305,3050,3060,0.10238678706905234,0.10272248145288529,0.0,0.0,50,MZ359841.1
306,3060,3070,0.10272248145288529,0.10305817583671825,0.0,0.0,50,MZ359841.1
307,3070,3080,0.10305817583671825,0.10339387022055122,0.0,0.0,50,MZ359841.1
308,3080,3090,0.10339387022055122,0.10372956460438416,0.0,0.0,50,MZ359841.1
309,3090,3100,0.10372956460438416,0.10406525898821713,0.0,0.0,50,MZ359841.1
310,3100,3110,0.10406525898821713,0.10440095337205009,0.0,0.0,50,MZ359841.1
311,3110,3120,0.10440095337205009,0.10473664775588304,0.0,0.0,50,MZ359841.1
312,3120,3130,0.10473664775588304,0.105072342139716,0.0,0.0,50,MZ359841.1
313,3130,3140,0.105072342139716,0.10540803652354896,0.0,0.0,50,MZ359841.1
314,3140,3150,0.10540803652354896,0.10574373090738191,0.0,0.0,50,MZ359841.1
315,3150,3160,0.10574373090738191,0.10607942529121488,0.0,0.0,50,MZ359841.1
316,3160,3170,0.10607942529121488,0.10641511967504784,0.0,0.0,50,MZ359841.1
317,3170,3180,0.10641511967504784,0.10675081405888079,0.0,0.0,50,MZ359841.1
